"gameId","year","week","homeId","homeTeam","homeAbbr","awayId","awayTeam","awayAbbr","driveIndex","playIndex","offenseId","offenseTeam","offenseAbbr","defenseId","defenseTeam","defenseAbbr","homeScore","awayScore","isScoringPlay","quarter","clock","type","down","distance","yardLine","yardsGained","endYardLine","description"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","5","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"3:29","Rush",1,10,54,3,57,"Jordan Huff run for 3 yds to the WMich 43"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","6","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"3:29","Timeout",2,7,57,0,57,"Timeout WESTRN MICHIGAN, clock 03:29"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","7","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"3:23","Rush",2,7,57,4,61,"Marcus Childers run for 4 yds to the WMich 39"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","8","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"3:23","Timeout",3,3,61,0,61,"Timeout WESTRN MICHIGAN, clock 03:23"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","9","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"3:07","Rush",3,3,61,4,65,"Tre Harbison run for 4 yds to the WMich 35 for a 1ST down"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","10","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"2:10","Rush",1,10,65,0,65,"Tre Harbison run for no gain to the WMich 35"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","11","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"1:38","Rush",2,10,65,0,65,"Christian Blake run for no gain to the WMich 35"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","12","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"1:04","Rush",3,10,65,12,77,"Tre Harbison run for 12 yds to the WMich 23 for a 1ST down"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","13","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"0:28","Rush",1,10,77,-2,75,"TEAM run for a loss of 2 yards to the WMich 25"
"400945023",2017,12,"2459","N Illinois","NIU","2711","W Michigan","WMU","25","14","2459","N Illinois","NIU","2711","W Michigan","WMU",35,31,false,4,"0:00","End of Game",0,10,0,0,75,"End of 4th Quarter"
